🐦️｜满天星悦来开心/星星影视,#genre#
第一财经,https://ycallive.yicai.com/live/yclive_yld.m3u8?auth_key=1720559274-0-0-755bde3f17650bf8c429691d9c4acc7c&ycfrom=yicaiwap
第一财经备,http://01e117.netsite.cc/proxy/1946402424/1946402424.m3u8
第一财经备1,http://tvbox.netsite.cc/proxy/1946402424/1946402424.m3u8
第一财经备2,http://22725y284r.yicp.fun:9902/tsfile/live/1004_1.m3u8
第一财经备3,http://player.200877926.top/169l/0/migu.php?id=dycj
CCTV-2 财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
无线财经体育资讯,https://tv.iill.top/tvb/3
耀才财经台HD,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才财经台HD备用,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
HOY国际财经,https://histar.zapi.us.kg/?id=hoy-ibc

📡｜️体育频道,#genre#
快手奥运赛事,https://ali-origin.hlspull.yximgs.com/gifshow/kwai_actL_ksle_20240725140530_OEm_strL_SportAvcSdL1SdrLiveChn.m3u8?auth_key=1722872418-0-0-73157be9b8dc5a02f166249f3a6ccee1&tsc=origin&oidc=watchmen&sidc=2756
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
CCTV5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8
CCTV5+,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CCTV-5plusH265_4000.m3u8
CCTV-5（1）,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+（2）,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV16,http://183.185.112.224:8082/rtp/226.0.2.169:9264
羽毛球精神赛事,http://www.lebaobei.top:6868/udp/239.255.29.31:8231
CCTV-16（2）,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
IPTV5+,http://www.lebaobei.top:6868/udp/239.255.30.115:8231
ELTA奥运体育1台,https://api.btbt.im/live?id=elta-oly1
ELTA奥运体育2台,https://api.btbt.im/live?id=elta-oly2
ELTA奥运体育3台,https://api.btbt.im/live?id=elta-oly3
ELTA奥运体育4台,https://api.btbt.im/live?id=elta-oly4
ELTA奥运体育5台,https://api.btbt.im/live?id=elta-oly5
ELTA奥运体育6台,https://api.btbt.im/live?id=elta-oly6
ELTA奥运体育7台,https://api.btbt.im/live?id=elta-oly7
Astro OLY 1,https://api.btbt.im/live?id=astro-oly1
Astro OLY 2,https://api.btbt.im/live?id=astro-oly2
Astro OLY 3,https://api.btbt.im/live?id=astro-oly3
Astro OLY 4,https://api.btbt.im/live?id=astro-oly4
Astro OLY 5,https://api.btbt.im/live?id=astro-oly5
MyTVSuper奥运801,https://api.btbt.im/live?id=mytvsuper-oly801
MyTVSuper奥运802,https://api.btbt.im/live?id=mytvsuper-oly802
MyTVSuper奥运803,https://api.btbt.im/live?id=mytvsuper-oly803
MyTVSuper奥运804,https://api.btbt.im/live?id=mytvsuper-oly804
MyTVSuper奥运805,https://api.btbt.im/live?id=mytvsuper-oly805
MyTVSuper奥运806,https://api.btbt.im/live?id=mytvsuper-oly806
MyTVSuper奥运807,https://api.btbt.im/live?id=mytvsuper-oly807
红牛🐮TV,http://rbmn-live.akamaized.net:80/hls/live/590964/BoRB-AT/master_1660.m3u8?

🏮特别测试,#genre#
广电重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
凤凰中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$流畅播放
凤凰资讯台,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8$流畅播放
凤凰香港台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$流畅播放
香港卫视HD,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
中天新闻,http://103.193.151.158:8500/live.m3u8?c=1
台湾地震監視,http://103.193.151.158:8500/live.m3u8?c=29
镜新闻mnews,http://80story.us.to:8073/live.m3u8?c=13
港台电视RTHK35HD,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
港台电视RTHK31HD,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream2/streamPlaylist.m3u8
港台电视RTHK32HD,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
港台电视RTHK34HD,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
港台电视RTHK33HD,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
有线财经资讯台HD,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd208_h.live/playlist.m3u8
中天新闻二台,http://103.193.151.158:8500/live.m3u8?c=2
耀才财经台HD,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
TVBS新,:http://103.193.151.158:8500/live.m3u8?c=5
民事新闻,http://103.193.151.158:8500/live.m3u8?c=4
TVB无线新闻HD,http://live.cooltv.top/tv/tvb.php?id=0&hq
TVB有线新闻台HD,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/hd110_h.live/playlist.m3u8
TVBS新聞HD,http://gofuxkyourself.online:8880/mqitv?proxy=true&id=live1052
TVBS精采台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/227/4gtv-4gtv067/index.m3u8
香港开电视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
香港国际财经,http://61.10.2.140/live_freedirect/opentvhd002_h.live/playlist.m3u8
TVB无线新闻HD,http://live.cooltv.top/tv/tvb.php?id=0&hq
TVB有线新闻台HD,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/hd110_h.live/playlist.m3u8
台湾大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
纬来篮球HD,rtmp://f13h.mine.nu/sat/tv721

📡｜️动物直播,#genre#
动物直播,https://cn-jssz-cm-02-37.bilivideo.com/live-bvc/866827/live_453064938_66485671/index.m3u8?expires=1704013523&len=0&oi=2028334865&pt=web&qn=0&trid=10074e89bb246a8543a9bf7ffdcefbef0416&sigparams=cdn,expires,len,oi,pt,qn,trid&cdn=cn-gotcha01&sign=88530b6a7dfb850851c04e81eb160355&sk=3491cfc911a0129abe0e4ba74a8456f6&flvsk=4f0e4bf9c75618a43e323b88c8712f3d&p2p_type=1&sl=1&free_type=0&mid=348858613&sid=cn-jssz-cm-02-37&chash=1&bmt=1&sche=ban&bvchls=1&score=1&pp=rtmp&source=onetier&trace=10c9&site=7c7c8d70d02a7104dcac50b678e4752e&qp=de_0&zoneid_l=151371779&sid_l=stream_name_cold&order=1
大丰麋鹿国家级自然保护区_1,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao23_2_720P/playlist.m3u8?wsApp=HLS
大丰麋鹿国家级自然保护区_2,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao23_2/index.m3u8
中国大熊猫保护研究中心_1,https://gcwbndks.v.kcdnvip.com/gcwbnd/ipanda1000_2/index.m3u8
中国大熊猫保护研究中心_2,https://gcwbndks.v.kcdnvip.com/gcwbnd/ipanda1000_2/index.m3u8?BR=td&region=shanghai
成都大熊猫繁育研究基地_1,https://gcwbcdks.v.kcdnvip.com/gcwbcd/cdrmipanda_1/index.m3u8$可回看
成都大熊猫繁育研究基地_2,https://gcwbcdks.v.kcdnvip.com/gcwbcd/cdrmipanda_1/index.m3u8?BR=td&region=shanghai$可回看
成都大熊猫繁育研究基地_3,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/ipanda_2/index.m3u8$可回看
都江堰大熊猫娥眉1_,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao15_2/index.m3u8
都江堰大熊猫娥眉2_,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao15_2/index.m3u8?BR=td&region=shanghai
都江堰巢天骄、豆伴1_,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao14_2/index.m3u8
都江堰巢天骄、豆伴2_,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao14_2_720P/playlist.m3u8?wsApp=HLS
都江堰大熊猫金嘟嘟,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao20_2/index.m3u8
成都六号别墅B_1,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao04_2/index.m3u8
成都六号别墅B_2,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao04_2_td.m3u8
成都六号别墅A_1,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao03_2/index.m3u8
成都六号别墅A_2,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao03_2_720P/playlist.m3u8?wsApp=HLS
成都一号别墅A_1,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao09_2/index.m3u8?BR=td&region=shanghai
成都一号别墅A_2,https://gcwbndks.v.kcdnvip.com/gcwbnd/xiongmao09_2/index.m3u8?BR=td&region=shanghai
成都一号别墅B,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao10_2/index.m3u8
都江堰大熊猫张卡,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao12_2/index.m3u8
都江堰大熊猫妃妃,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao13_2/index.m3u8
都江堰大熊猫春雨、吉福B,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao18_2/index.m3u8
成都幼儿园B,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao06_2/index.m3u8
成都幼儿园A,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao05_2/index.m3u8
成都母子园A,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao07_2/index.m3u8
成都母子园B,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao08_2/index.m3u8
云南白马雪山自然保护区,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao24_2/index.m3u8
成都成年园A,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao01_2/index.m3u8
成都成年园B,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao02_2/index.m3u8

📡｜️城市风景直播,#genre#
汕头市小公园1,https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8
汕头市小公园2,https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8?contentid=2820180516001
城市轮播1,https://d1--cn-gotcha104.bilivideo.com/live-bvc/655509/live_1377005002_3922402.m3u8?expires=1722277296&len=0&oi=2028328068&pt=html5&qn=0&trid=1003d1fc08e5bad84482be5b7e5943961e1b&sigparams=cdn,expires,len,oi,pt,qn,trid&cdn=cn-gotcha104&sign=634ee9f09f2ef2a5c932652f9ba4267f&sk=dbe618530d5f4846e1c082bab8be6b2d&p2p_type=4294967295&sl=1&free_type=0&mid=0&pp=srt&source=onetier&trace=40&site=f5ab0de1b6d558b54d44f18b3a3ce128&order=1
城市轮播2,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8

📡｜️北京城市风景直播,#genre#
北京门头沟清水镇黄安坨村-1,https://gctxyc.liveplay.myqcloud.com/gc/lpsgmjng01_1/index.m3u8?contentid=2820180516001
北京门头沟清水镇黄安坨村-2,https://gctxyc.liveplay.myqcloud.com/gc/lpsgmjng01_1_md.m3u8
北京密云古北水镇,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8?contentid=2820180516001
北京怀柔黄花城水长城,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001
北京新首钢大桥,http://154.3.2.66:8889/down/O7nzQNCXaPAi.mp4$目前没有

📡｜️天津城市风景直播,#genre#
天津,http://154.3.2.66:8889/down/O7nzQNCXaPAi.mp4$目前没有

📡｜️河北城市风景直播,#genre#
河北承德金山岭长城,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8?contentid=2820180516001

📡｜️山西城市风景直播,#genre#
山西高平釜山泫水湖,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8?contentid=2820180516001

📡｜️辽宁城市风景直播,#genre#
辽宁沈阳浑河桥,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8?contentid=2820180516001

📡｜️吉林城市风景直播,#genre#
吉林省吉林市临江门大桥,https://gctxyc.liveplay.myqcloud.com/gc/zh03_1_md.m3u8

📡｜️黑龙江城市风景直播,#genre#
黑龙江萝北县嘟噜河省级自然保护区,https://gctxyc.liveplay.myqcloud.com/gc/taishan03_1_md.m3u8
黑龙江哈尔滨霁虹桥,https://gctxyc.liveplay.myqcloud.com/gc/hkts09_1_md.m3u8

📡｜️内蒙古城市风景直播,#genre#
内蒙古,http://154.3.2.66:8889/down/O7nzQNCXaPAi.mp4$目前没有

📡｜️江苏城市风景直播,#genre#
江苏徐州之夜,https://gctxyc.liveplay.myqcloud.com/gc/hspyt_1_md.m3u8
江苏南京长江大桥,https://gctxyc.liveplay.myqcloud.com/gc/zjjsrsm_1_md.m3u8
江苏南京玄武湖景区，https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8?contentid=2820180516001
江苏无锡大剧院,http://154.3.2.66:8889/down/O7nzQNCXaPAi.mp4$目前没有

📡｜️浙江城市风景直播,#genre#
浙江舟山嵊泗县中心渔港,https://gctxyc.liveplay.myqcloud.com/gc/emsyh_1/index.m3u8?contentid=2820180516001
浙江温州泰顺县廊桥文化园,https://gcalic.v.myalicdn.com/gc/cntv411-zbzg_1/index.m3u8?contentid=2820180516001
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8?contentid=2820180516001
浙江嘉兴乌镇 - 乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8?contentid=2820180516001
浙江嘉兴乌镇 - 西市河,https://gctxyc.liveplay.myqcloud.com/gc/zjwzbblh_1_md.m3u8
浙江嘉兴乌镇 - 蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8?contentid=2820180516001
浙江嘉兴乌镇 - 龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8?contentid=2820180516001

📡｜️上海城市风景直播,#genre#
上海这一刻 - 看看新闻,https://live-ws.kksmg.com/live/sdi5/playlist.m3u8?wsSecret=7b92d201dd6f4fcd7b09cae0b2641133&wsTime=1722387935

📡｜️安徽城市风景直播,#genre#
安徽黄山黟县 - 西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8?contentid=2820180516001
安徽黄山黟县 - 卢村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8?contentid=2820180516001
安徽黄山黟县 - 西递半山亭,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8?contentid=2820180516001
安徽黄山黟县 - 宏村南湖,https://gcalic.v.myalicdn.com/gc/wysyxdhp_1/index.m3u8?contentid=2820180516001
安徽黄山风景区 - 卧云峰,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001
安徽黄山风景区 - 飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001

📡｜️福建城市风景直播,#genre#
福建南平武夷山,https://gctxyc.liveplay.myqcloud.com/gc/wysynf_1_md.m3u8

📡｜️江西城市风景直播,#genre#
江西,http://154.3.2.66:8889/down/O7nzQNCXaPAi.mp4$目前没有

📡｜️山东城市风景直播,#genre#
山东青岛艾山天文台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8?contentid=2820180516001
山东济宁泗水县龙湾湖,https://gcalic.v.myalicdn.com/gc/cntv412-zbzg_1/index.m3u8?contentid=2820180516001
山东泰安泰山风景名胜区 - 玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8?contentid=2820180516001
山东泰安泰山风景名胜区 - 天街,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8?contentid=2820180516001

📡｜️河南城市风景直播,#genre#
河南焦作红石峡,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8?contentid=2820180516001
河南许昌佛耳岗水库,https://gctxyc.liveplay.myqcloud.com/gc/lsdfgfl_1_md.m3u8
河南信阳鸡公山报晓峰,https://gcalic.v.myalicdn.com/gc/nxspthhpl_1/index.m3u8?contentid=2820180516001
河南浚县古城景区北城门,https://gctxyc.liveplay.myqcloud.com/gc/hlzycc_1_md.m3u8
河南鲁山县尧山风景区,https://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8?contentid=2820180516001
河南方城德云山景区,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8?contentid=2820180516001
河南永城市日月湖景区,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8?contentid=2820180516001
河南鲁山县画眉谷景区,https://gcalic.v.myalicdn.com/gc/xjtcmys_1/index.m3u8?contentid=2820180516001
河南何家寨房车露营基地,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8?contentid=2820180516001
河南信阳浉河港镇文新茶村,https://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8?contentid=2820180516001

📡｜️湖北城市风景直播,#genre#
湖北武汉黄鹤楼,https://gctxyc.liveplay.myqcloud.com/gc/djyqyl1_1_md.m3u8

📡｜️湖南城市风景直播,#genre#
湖南邵阳崀山风景名胜区 - 崀山八角寨,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8?contentid=2820180516001
湖南邵阳崀山风景名胜区 - 崀山骆驼峰,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8?contentid=2820180516001
湖南邵阳崀山风景名胜区 - 崀山将军石,https://gcalic.v.myalicdn.com/gc/hnttbdjd_1/index.m3u8?contentid=2820180516001
湖南长沙果园镇田汉文化园,https://gcalic.v.myalicdn.com/gc/zsslstpt_1/index.m3u8?contentid=2820180516001
湖南湘西凤凰古城,https://gctxyc.liveplay.myqcloud.com/gc/fhgcdnhs_1_md.m3u8
湖南张家界武陵源景区 - 迷魂台,https://gctxyc.liveplay.myqcloud.com/gc/zjjmht_1_md.m3u8
湖南张家界武陵源景区 - 御笔峰,https://gctxyc.liveplay.myqcloud.com/gc/tjhh02_1_md.m3u8

📡｜️广东城市风景直播,#genre#
广东韶关车八岭,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8?contentid=2820180516001
汕头市小公园1,https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8
汕头市小公园2,https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8?contentid=2820180516001

📡｜️海南城市风景直播,#genre#
海南保亭七仙岭温泉国家森林公园,https://gcalic.v.myalicdn.com/gc/cntv549-zbzg_1/index.m3u8?contentid=2820180516001

📡｜️广西城市风景直播,#genre#
广西,http://154.3.2.66:8889/down/O7nzQNCXaPAi.mp4$目前没有

📡｜️重庆城市风景直播,#genre#
重庆巫山长江画卷,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8?contentid=2820180516001&
重庆李子坝站,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8?contentid=2820180516001
重庆巫山长江大桥,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8?contentid=2820180516001

📡｜️四川城市风景直播,#genre#
四川成都安顺廊桥,https://gcalic.v.myalicdn.com/gc/zsslsjjfsd_1/index.m3u8?contentid=2820180516001
四川阿坝州黄龙五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8?contentid=2820180516001
四川乐山市峨眉山风景区,https://gctxyc.liveplay.myqcloud.com/gc/emsarm_1_md.m3u8

📡｜️贵州城市风景直播,#genre#
贵州安顺黄果树瀑布,https://gcalic.v.myalicdn.com/gc/hssxf_1/index.m3u8?contentid=2820180516001
贵州黔南州瓮安县建中镇，https://gcalic.v.myalicdn.com/gc/cntv410-zbzg_1/index.m3u8?contentid=2820180516001

📡｜️西藏城市风景直播,#genre#
西藏林芝米林岷山彩门民宿,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8?contentid=2820180516001
西藏林芝岷山错高民宿,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8?contentid=2820180516001
西藏日喀则珠穆朗玛峰,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8?contentid=2820180516001

📡｜️云南城市风景直播,#genre#
云南保山新寨咖啡文旅庄园,https://gcalic.v.myalicdn.com/gc/gccntv241-slf01_1/index.m3u8?contentid=2820180516001
云南南涧县无量村古树茶园,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8?contentid=2820180516001
云南云县漫湾镇昔宜小镇,https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8?contentid=2820180516001
云南比顿咖啡产业文化园,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8?contentid=2820180516001
云南保山板桥镇青龙街,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8?contentid=2820180516001
云南德宏勐焕大金塔,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8?contentid=2820180516001
云南保山瓦窑镇瓦窑码头,https://gctxyc.liveplay.myqcloud.com/gc/hsxhdxg_1_md.m3u8
云南民族风情旅游月亮小镇,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8?contentid=2820180516001
云南西双版纳千年古寨曼丢,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8?contentid=2820180516001
云南昆明寻甸县,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8?contentid=2820180516001
云南普洱澜沧县景迈山,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8?contentid=2820180516001
云南普洱无量山羊山瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8?contentid=2820180516001
云南大理无量山樱花谷,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8?contentid=2820180516001
云南大理云南驿茶马古道,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8?contentid=2820180516001
云南保山拦河坝水库,https://gctxyc.liveplay.myqcloud.com/gc/sgns02_1_md.m3u8
云南红河建水双龙桥,https://gcalic.v.myalicdn.com/gc/pshdxg01_1/index.m3u8?contentid=2820180516001
云南丽江玉龙雪山,https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8?contentid=2820180516001

📡｜️青海城市风景直播,#genre#
青海门源仙米国家森林公园,https://gctxyc.liveplay.myqcloud.com/gc/mdjxxdsb_1_md.m3u8

📡｜️西安城市风景直播,#genre#
西安阎良关山石川河风景区,https://gctxyc.liveplay.myqcloud.com/gc/nss01_1/index.m3u8?contentid=2820180516001
陕西渭河湿地公园景区,https://gcalic.v.myalicdn.com/gc/cntv409-zbzg_1/index.m3u8?contentid=2820180516001
陕西西安长安三河水库,https://gctxyc.liveplay.myqcloud.com/gc/ahhs01_1_md.m3u8
陕西西安蓝田县白鹿原,https://gcalic.v.myalicdn.com/gc/cntv408-zbzg_1/index.m3u8?contentid=2820180516001
陕西西安樊川,https://gcalic.v.myalicdn.com/gc/cntv506-zbzg_1/index.m3u8?contentid=2820180516001
陕西西安大雁塔,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8?contentid=2820180516001
陕西安康凤堰古梯田,https://gcalic.v.myalicdn.com/gc/cntv407-zbzg_1/index.m3u8?contentid=2820180516001
陕西西安周至水街二号码头,https://gcalic.v.myalicdn.com/gc/cntv414-zbzg_1/index.m3u8?contentid=2820180516001
陕西西安钟楼,https://gctxyc.liveplay.myqcloud.com/gc/blg03_1_md.m3u8

📡｜️宁夏城市风景直播,#genre#
宁夏中卫沙坡头,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8?contentid=2820180516001

📡｜️新疆城市风景直播,#genre#
新疆昌吉州天山天池风景区 - 定海神针,https://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1_md.m3u8
新疆昌吉州天山天池风景区 - 马牙山,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8?contentid=2820180516001
新疆昌吉州天山天池风景区 - 海西平台,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8?contentid=2820180516001
新疆昌吉州天山天池风景区 - 灯杆山,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8?contentid=2820180516001

📡｜️甘肃城市风景直播,#genre#
甘肃敦煌鸣沙山月牙泉,https://gctxyc.liveplay.myqcloud.com/gc/dhyyqst_1_md.m3u8


🍥《古相思曲》B站好评电视剧,#genre#
第01集（14）,https://vip.lz-cdn12.com/20230703/8631_9eaa9f27/index.m3u8
第02集（13）,https://vip.lz-cdn12.com/20230703/8630_1ef636aa/index.m3u8
第03集（12）,https://vip.lz-cdn12.com/20230703/8629_f365eb50/index.m3u8
第04集（11）,https://vip.lz-cdn12.com/20230703/8628_1b219140/index.m3u8
第05集（10）,https://vip.lz-cdn12.com/20230703/8627_071b9b59/index.m3u8
第06集（9）,https://vip.lz-cdn12.com/20230703/8626_ac38c021/index.m3u8
第07集（8）,https://vip.lz-cdn12.com/20230703/8625_528d3cdd/index.m3u8
第08集（7）,https://vip.lz-cdn12.com/20230703/8624_88ffbe52/index.m3u8
第09集（6）,https://vip.lz-cdn12.com/20230705/8699_80bcaf33/index.m3u8
第10集（5）,https://vip.lz-cdn12.com/20230705/8698_387e144d/index.m3u8
第11集（4）,https://hd.lz-cdn18.com/20230706/3884_6cb44c72/index.m3u8
第12集（3）,https://hd.lz-cdn18.com/20230706/3883_a3fbb45c/index.m3u8
第13集（2）,https://hd.lz-cdn18.com/20230712/3983_35395870/index.m3u8
第14集（1）,https://hd.lz-cdn18.com/20230712/3982_60e0671e/index.m3u8

🍥《逃出大英博物馆》好评短剧,#genre#
第一集,https://vdse.bdstatic.com//473f25843bee7bf8c92a1827d48df15a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-11-04T13%3A20%3A07Z%2F-1%2Fhost%2F2563c77a84b9d6fc411f90bf5e0dd848a9c5985a1b62f1abe30ac9809a5ac114
第二集,https://vdse.bdstatic.com//14e3040ab8c5863f7beae221a6de8038.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-11-04T06%3A17%3A46Z%2F-1%2Fhost%2F701e251d418e586f0a609bb47e77b32ec03f133b2553d6dc39bcd9e8e38a199d
第三集,https://vdse.bdstatic.com//c042c1a2849c4573ae292aa7fd4fa2e2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-11-04T12%3A43%3A00Z%2F-1%2Fhost%2F6d8a16062a058eca8ae19623d58987f4d504ce312cd8a71ef7c76aadb631ad4d

🍥《门主》短剧,#genre#
第一,https://alimov2.a.kwimgs.com/upic/2022/08/11/11/BMjAyMjA4MTExMTI1MzRfODE5MDU2ODA2XzgxNTMzNjE2Mzc0XzBfMw==_b_Bf0c2f43f658a896209f63055c8fc613f.mp4?tag=1-1700050763-unknown-0-f6cuomrlwn-0bbffecb61c44c1b&clientCacheKey=3xu72vi3eeqkyg9_b.mp4&di=df4912f8&bp=10000&tt=b&ss=vp
